time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-25T17:21:32.450Z,58.3185,-154.994166666667,1.67,0.64,ml,4,203,,0.18,av,av91012943,2020-11-25T23:31:53.120Z,"89 km NNW of Karluk, Alaska",earthquake,2.56,1.01,0.202605791578683,4,reviewed,av,av
2020-11-25T17:17:28.270Z,35.8636667,-117.6538333,10.15,1.04,ml,14,102,0.06619,0.14,ci,ci39476831,2020-11-25T19:13:11.871Z,"24km ESE of Little Lake, CA",earthquake,0.32,0.64,0.196,14,reviewed,ci,ci
2020-11-25T17:05:45.900Z,38.8328323,-122.8193359,1.6,0.7,md,17,57,0.01188,0.01,nc,nc73487086,2020-11-25T18:01:04.571Z,"8km NW of The Geysers, CA",earthquake,0.24,0.5,0.19,3,automatic,nc,nc
2020-11-25T17:00:21.198Z,61.7366,-147.8271,31.2,2.1,ml,,,,0.82,ak,ak020f61gxu8,2020-11-25T17:05:54.568Z,"12 km SW of Glacier View, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-11-25T16:57:24.221Z,33.4207,141.0604,39.12,4.3,mwr,,115,1.087,0.74,us,us6000csk9,2020-11-25T17:34:02.040Z,"203 km SSE of Katsuura, Japan",earthquake,7.3,6.6,0.083,14,reviewed,us,us
2020-11-25T16:50:01.083Z,18.8441,-81.4154,10,4.4,mb,,42,1.502,0.92,us,us6000csk6,2020-11-26T14:19:01.775Z,"49 km S of George Town, Cayman Islands",earthquake,5.3,1.9,0.067,66,reviewed,us,us
2020-11-25T16:45:48.300Z,37.6356667,-118.896,3.37,-0.13,md,8,124,0.008737,0.03,nc,nc73487071,2020-11-25T18:40:14.247Z,"7km E of Mammoth Lakes, CA",earthquake,0.72,1.26,0.191,6,reviewed,nc,nc
2020-11-25T16:39:01.330Z,38.1895,-117.81,9.7,0.7,ml,11,106.8,0.021,0.07,nn,nn00786204,2020-11-25T17:07:20.616Z,"34 km SE of Mina, Nevada",earthquake,,5.9,,,automatic,nn,nn
2020-11-25T16:34:10.570Z,47.878,-114.6583333,0.19,1.86,ml,16,98,0.091,0.12,mb,mb80477564,2020-11-25T17:11:20.170Z,"8 km NNW of Niarada, Montana",earthquake,0.53,1.2,0.17,6,reviewed,mb,mb
2020-11-25T16:12:35.970Z,38.2065,-117.72,4.7,1.1,ml,14,100.7,0.049,0.03,nn,nn00786203,2020-11-25T16:40:20.722Z,"39 km ESE of Mina, Nevada",earthquake,,3.1,,,automatic,nn,nn
2020-11-25T16:09:57.580Z,33.3308333,-116.3676667,11.37,1.21,ml,61,45,0.004117,0.21,ci,ci39476791,2020-11-25T21:17:58.232Z,"8km N of Borrego Springs, CA",earthquake,0.17,0.31,0.145,35,reviewed,ci,ci
2020-11-25T15:57:53.010Z,19.3759994506836,-155.290328979492,1.5900000333786,1.74,ml,15,101,,0.0900000036,hv,hv72245007,2020-11-25T16:03:23.880Z,"9 km SW of Volcano, Hawaii",earthquake,0.28,0.370000005,0.02,3,automatic,hv,hv
2020-11-25T15:57:24.060Z,19.0160007476807,-155.505004882812,37.8800010681152,1.85000002,md,33,208,,0.150000006,hv,hv72245002,2020-11-25T16:00:32.140Z,"9 km SE of Naalehu, Hawaii",earthquake,0.95,1.30999994,1.95000005,4,automatic,hv,hv
2020-11-25T15:55:13.210Z,35.8876667,-117.6823333,6.05,0.93,ml,22,47,0.06546,0.15,ci,ci39476775,2020-11-25T21:08:49.093Z,"21km ESE of Little Lake, CA",earthquake,0.18,0.57,0.125,12,reviewed,ci,ci
2020-11-25T15:53:56.096Z,62.9382,-150.9792,115.3,2.2,ml,,,,0.31,ak,ak020f60licu,2020-11-25T15:59:47.272Z,"50 km NNW of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-25T15:30:37.770Z,38.1695,-117.868,7.8,1.1,ml,12,114.45,0.018,0.08,nn,nn00786199,2020-11-25T16:14:21.159Z,"32 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-25T15:25:33.030Z,38.1962,-117.7562,8.9,1.2,ml,12,90.39,0.052,0.07,nn,nn00786197,2020-11-25T15:31:41.962Z,"37 km SE of Mina, Nevada",earthquake,,2.8,,,automatic,nn,nn
2020-11-25T15:22:14.650Z,37.4713333,-118.7775,8.22,0.84,md,10,139,0.1254,0.06,nc,nc73487051,2020-11-25T16:34:04.080Z,"13km SW of Toms Place, CA",earthquake,0.45,0.98,0.307,8,reviewed,nc,nc
2020-11-25T15:21:11.290Z,33.973,-116.3715,10.04,1.69,ml,65,29,0.0447,0.13,ci,ci39476751,2020-11-25T21:05:39.280Z,"12km E of Desert Hot Springs, CA",earthquake,0.12,0.26,0.177,54,reviewed,ci,ci
2020-11-25T15:20:34.692Z,1.8743,127.4052,115.1,5,mww,,68,1.095,0.88,us,us6000cshx,2020-11-26T01:57:54.040Z,"69 km WNW of Tobelo, Indonesia",earthquake,6.8,5.9,0.086,13,reviewed,us,us
2020-11-25T15:19:10.140Z,36.52616667,-98.99116667,8.08,1.3,ml,26,142,0.04679081805,0.1,ok,ok2020xegv,2020-11-25T15:28:11.549Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.3,0.18,12,reviewed,ok,ok
2020-11-25T15:14:51.580Z,35.9576667,-117.3711667,-0.18,1.16,ml,20,161,0.09755,0.17,ci,ci39476743,2020-11-25T19:28:05.597Z,"21km N of Searles Valley, CA",earthquake,0.36,0.43,0.101,11,reviewed,ci,ci
2020-11-25T15:14:47.240Z,38.8051682,-122.8208313,2.13,0.32,md,14,69,0.007495,0.02,nc,nc73487041,2020-11-25T16:31:05.068Z,"6km WNW of The Geysers, CA",earthquake,0.28,0.66,0.24,2,automatic,nc,nc
2020-11-25T15:14:10.610Z,37.4745,-118.7706667,9.26,1.22,md,17,128,0.09596,0.06,nc,nc73487036,2020-11-25T20:25:05.470Z,"13km SW of Toms Place, CA",earthquake,0.35,0.83,0.046,13,reviewed,nc,nc
2020-11-25T14:45:29.550Z,38.8231659,-122.8078308,2.24,0.62,md,17,71,0.001767,0.02,nc,nc73487026,2020-11-25T15:15:06.660Z,"7km NW of The Geysers, CA",earthquake,0.24,0.56,0.08,3,automatic,nc,nc
2020-11-25T14:40:47.131Z,63.1369,-148.4978,65,1.1,ml,,,,1.27,ak,ak020f5zx7ez,2020-11-25T19:06:37.249Z,"Central Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-11-25T14:30:29.103Z,31.1536,-103.2531,2.02,3,ml,,41,0.028,0.54,us,us6000cshd,2020-11-25T16:46:49.071Z,"western Texas",earthquake,0.8,4.7,0.042,76,reviewed,us,us
2020-11-25T14:25:52.512Z,-20.2368,-175.609,194.01,4.8,mb,,62,5.477,1.01,us,us6000cshb,2020-11-25T14:47:55.040Z,"108 km NNW of Nuku‘alofa, Tonga",earthquake,8.5,7,0.052,115,reviewed,us,us
2020-11-25T14:08:52.920Z,33.754,-116.1081667,5.54,1.13,ml,36,76,0.1036,0.14,ci,ci39476679,2020-11-25T20:04:19.562Z,"10km NE of Coachella, CA",earthquake,0.16,1.05,0.138,33,reviewed,ci,ci
2020-11-25T13:59:58.360Z,44.7836667,-111.0631667,6.57,0.9,ml,12,139,0.03329,0.08,uu,uu60419742,2020-11-25T14:14:57.520Z,"10 km E of Hebgen Lake Estates, Montana",earthquake,0.42,0.65,0.05,2,reviewed,uu,uu
2020-11-25T13:59:02.850Z,44.3328333,-115.0361667,7.34,3.11,ml,12,59,0.133,0.26,mb,mb80477554,2020-11-27T23:43:14.503Z,"15 km NNW of Stanley, Idaho",earthquake,0.53,1.36,0.145,19,reviewed,mb,mb
2020-11-25T13:57:01.520Z,36.52533333,-98.991,7.84,1.48,ml,30,143,0.04769064147,0.13,ok,ok2020xeec,2020-11-25T15:06:39.993Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.3,0.18,12,reviewed,ok,ok
2020-11-25T13:49:32.710Z,38.184,-117.879,4.4,1.6,ml,18,79.15,0.026,0.1,nn,nn00786191,2020-11-25T15:03:03.189Z,"30 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-11-25T13:44:19.712Z,69.2303,-144.9444,0,2.6,ml,,,,1.3,ak,ak020f5zcmur,2020-11-25T14:43:49.284Z,"112 km SSW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-11-25T13:43:46.935Z,44.3257,-115.0253,10.52,3.7,ml,,60,0.124,0.45,us,us6000csgs,2020-11-29T10:28:23.370Z,"13 km NNW of Stanley, Idaho",earthquake,1.7,5.8,0.046,62,reviewed,us,us
2020-11-25T13:39:24.050Z,36.6573334,-121.2724991,6.17,1.94,md,17,141,0.049,0.06,nc,nc73487021,2020-11-25T14:31:05.409Z,"15km SSE of Tres Pinos, CA",earthquake,0.4,0.89,0.22,16,automatic,nc,nc
2020-11-25T13:38:40.390Z,46.8438333333333,-121.758166666667,0.9,0.81,ml,16,66,0.01914,0.08,uw,uw61692802,2020-11-25T17:58:53.040Z,"22 km ENE of Ashford, Washington",earthquake,0.24,0.56,0.278790960947757,6,reviewed,uw,uw
2020-11-25T13:34:56.610Z,38.0670013,-118.7738342,2.67,1.89,md,12,137,0.2807,0.05,nc,nc73487016,2020-11-25T20:42:45.025Z,"26km SE of Bodie, CA",earthquake,0.7,8.97,0.24,9,automatic,nc,nc
2020-11-25T13:33:47.363Z,61.6516,-151.8605,86.2,1.1,ml,,,,0.78,ak,ak020f5zac9m,2020-11-25T13:44:23.153Z,"44 km SSW of Skwentna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-11-25T13:12:07.690Z,44.7845,-111.0648333,6.41,0.66,md,14,139,0.03188,0.1,uu,uu60419732,2020-11-25T14:21:14.710Z,"10 km E of Hebgen Lake Estates, Montana",earthquake,0.49,0.67,0.293,9,reviewed,uu,uu
2020-11-25T13:10:39.475Z,38.1264,-118.0028,7.1,1.6,ml,21,125.36,0.037,0.1236,nn,nn00786185,2020-11-25T18:11:29.787Z,"Nevada",earthquake,,0.9,0.24,9,reviewed,nn,nn
2020-11-25T13:05:35.596Z,38.1738,-117.8749,10.6,1.9,ml,26,71.47,0.012,0.1435,nn,nn00786180,2020-11-25T17:28:07.791Z,"31 km SE of Mina, Nevada",earthquake,,0.6,0.27,13,reviewed,nn,nn
2020-11-25T13:03:48.540Z,44.7888333,-111.0638333,6.54,1.04,ml,15,143,0.03125,0.12,uu,uu60419727,2020-11-25T14:37:44.570Z,"10 km ENE of Hebgen Lake Estates, Montana",earthquake,0.41,0.79,0.244,3,reviewed,uu,uu
2020-11-25T13:01:31.910Z,44.786,-111.0611667,6.49,0.82,md,12,161,0.03384,0.11,uu,uu60419722,2020-11-25T14:46:30.990Z,"10 km E of Hebgen Lake Estates, Montana",earthquake,0.5,0.79,0.34,6,reviewed,uu,uu
2020-11-25T13:00:30.380Z,44.7848333,-111.0695,6.48,1.65,ml,20,104,0.02868,0.17,uu,uu60419717,2020-11-25T14:27:57.250Z,"9 km E of Hebgen Lake Estates, Montana",earthquake,0.36,0.63,0.214,3,reviewed,uu,uu
2020-11-25T12:58:21.820Z,44.785,-111.0683333,7.54,3.11,ml,25,105,0.02938,0.17,uu,uu60419712,2020-11-25T15:51:40.730Z,"9 km E of Hebgen Lake Estates, Montana",earthquake,0.35,0.46,0.155,6,reviewed,uu,uu
2020-11-25T12:58:14.540Z,44.7336667,-111.1425,9.92,-0.26,md,11,85,0.04193,0.14,uu,uu60024194,2020-11-25T14:17:03.310Z,"Idaho-Montana border region",earthquake,0.5,1.05,0.323,9,reviewed,uu,uu
2020-11-25T12:56:42.930Z,38.8089981,-122.8131638,2.27,1.32,md,29,55,0.01251,0.03,nc,nc73487011,2020-11-25T13:33:06.042Z,"6km NW of The Geysers, CA",earthquake,0.2,0.34,0.12,7,automatic,nc,nc
2020-11-25T12:51:00.650Z,44.7805,-111.0648333,5.77,1.2,ml,15,104,0.03355,0.18,uu,uu60419707,2020-11-25T19:47:45.050Z,"10 km E of Hebgen Lake Estates, Montana",earthquake,0.45,0.88,0.163,2,reviewed,uu,uu
2020-11-25T12:42:33.490Z,44.3238333,-110.5331667,6.42,1.18,md,11,108,0.05994,0.06,uu,uu60419702,2020-11-25T18:50:42.300Z,"58 km SE of West Yellowstone, Montana",earthquake,0.41,0.77,0.224,7,reviewed,uu,uu
2020-11-25T12:42:00.490Z,38.1813,-117.852,12.9,1.6,ml,21,70.53,0.01,0.09,nn,nn00786177,2020-11-25T20:44:31.580Z,"32 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-25T12:39:59.860Z,59.8926,-152.1292,59.2,1.8,ml,,,,0.52,ak,ak020f5yq7rw,2020-11-25T12:50:37.493Z,"21 km NW of Anchor Point, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-11-25T12:39:53.870Z,38.1367,-117.9747,9.1,0.9,ml,13,146.1,0.014,0.1,nn,nn00786174,2020-11-25T12:43:40.706Z,"30 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-11-25T12:30:40.520Z,38.8320007,-122.8195038,1.94,0.56,md,11,79,0.01132,0.01,nc,nc73487006,2020-11-25T13:07:04.869Z,"8km NW of The Geysers, CA",earthquake,0.35,1.05,,1,automatic,nc,nc
2020-11-25T12:29:35.818Z,62.2825,-151.2116,88.9,1.9,ml,,,,0.36,ak,ak020f5yo0r1,2020-11-25T12:32:55.268Z,"33 km SW of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-11-25T12:24:10.750Z,44.3358333,-115.0368333,7.16,2.89,ml,12,59,0.136,0.25,mb,mb80477519,2020-11-28T00:02:34.540Z,"15 km NNW of Stanley, Idaho",earthquake,0.51,1.29,0.187,16,reviewed,mb,mb
2020-11-25T12:11:39.570Z,17.9573,-66.959,6,2.11,md,10,203,0.0818,0.06,pr,pr2020330012,2020-11-25T12:35:44.997Z,"5 km WSW of Guánica, Puerto Rico",earthquake,0.35,0.27,0.29,3,reviewed,pr,pr
2020-11-25T12:07:49.700Z,38.7818333,-122.438,9.05,1.03,md,8,83,0.02507,0.13,nc,nc73486996,2020-11-26T05:35:05.920Z,"11km ESE of Hidden Valley Lake, CA",earthquake,0.7,1.68,0.117,8,reviewed,nc,nc
2020-11-25T12:06:10.210Z,33.5935,-116.8096667,5.07,0.62,ml,36,43,0.03803,0.14,ci,ci39476647,2020-11-25T19:57:17.863Z,"13km WNW of Anza, CA",earthquake,0.17,0.43,0.141,18,reviewed,ci,ci
2020-11-25T12:04:18.310Z,38.2042,-117.6957,4.1,1.2,ml,11,130.87,0.036,0.04,nn,nn00786173,2020-11-25T12:41:20.686Z,"41 km ESE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-11-25T11:54:55.770Z,38.164,-117.8795,12.5,1.7,ml,18,57.96,0.023,0.11,nn,nn00786170,2020-11-25T12:05:42.724Z,"32 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-11-25T11:47:39.050Z,33.255,-115.9985,4.52,1.28,ml,51,85,0.02718,0.19,ci,ci39476639,2020-11-25T19:52:21.330Z,"6km SW of Salton City, CA",earthquake,0.19,0.46,0.129,37,reviewed,ci,ci
2020-11-25T11:41:03.990Z,19.0653,-67.7121,38,3.55,md,15,247,0.7196,0.59,pr,pr2020330010,2020-11-25T19:43:47.449Z,"90 km NE of Punta Cana, Dominican Republic",earthquake,3.34,16.47,0.1,12,reviewed,pr,pr
2020-11-25T11:40:40.914Z,60.1299,-140.8184,22.2,1.8,ml,,,,0.63,ak,ak020f5y4yf5,2020-11-25T11:55:11.370Z,"89 km NW of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-25T11:36:04.780Z,36.52733333,-98.98883333,7.79,1.96,ml,40,104,0.04769064147,0.09,ok,ok2020xdzm,2020-11-25T13:25:23.365Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.24,18,reviewed,ok,ok
2020-11-25T11:08:10.810Z,40.7448333,-112.068,7.85,0.83,md,11,108,0.03025,0.04,uu,uu60419692,2020-11-25T17:01:21.270Z,"4 km NE of Magna, Utah",earthquake,0.29,0.55,0.218,5,reviewed,uu,uu
2020-11-25T11:07:46.745Z,59.2974,-150.8054,26.5,2.7,ml,,,,0.68,ak,ak020f5xxw6t,2020-11-25T11:43:09.856Z,"40 km SE of Halibut Cove, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-11-25T10:58:24.103Z,-35.5754,-71.7769,77.9,4.6,mb,,101,0.346,0.81,us,us6000csfp,2020-11-25T12:53:13.441Z,"4 km WNW of San Javier, Chile",earthquake,5,4.7,0.146,15,reviewed,us,us
2020-11-25T10:56:00.442Z,61.3364,-148.0739,10.4,1.6,ml,,,,0.75,ak,ak020f5xmv58,2020-11-25T10:59:25.035Z,"46 km ESE of Knik River, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-25T10:49:10.580Z,19.3910007476807,-155.245162963867,-1.04999995231628,2.18,ml,15,107,,0.370000005,hv,hv72244542,2020-11-25T10:54:47.050Z,"5 km SSW of Volcano, Hawaii",earthquake,0.67,0.810000002,0.27,14,automatic,hv,hv
2020-11-25T10:49:09.670Z,19.3843326568604,-155.235168457031,1.66999995708466,2.18,ml,34,80,,0.25,hv,hv72244537,2020-11-25T10:54:41.040Z,"6 km S of Volcano, Hawaii",earthquake,0.26,0.310000002,0.31,14,automatic,hv,hv
2020-11-25T10:44:37.650Z,37.5098333,-113.4835,7.49,1.32,md,9,106,0.1043,0.18,uu,uu60419687,2020-11-25T16:46:25.910Z,"13 km NNE of Pine Valley, Utah",earthquake,0.61,1.32,0.326,7,reviewed,uu,uu
2020-11-25T10:43:57.310Z,35.6638333,-117.5468333,6.19,0.34,ml,6,142,0.1035,0.04,ci,ci39476631,2020-11-25T14:11:03.327Z,"13km ENE of Ridgecrest, CA",earthquake,0.58,1.19,0.118,3,reviewed,ci,ci
2020-11-25T10:43:24.170Z,17.9506,-66.8581,16,2.28,md,8,208,0.0323,0.1,pr,pr2020330009,2020-11-25T11:08:10.701Z,"4 km SE of Maria Antonia, Puerto Rico",earthquake,0.48,0.52,0.17,7,reviewed,pr,pr
2020-11-25T10:42:44.950Z,38.8186667,-122.7961667,3,0.24,md,17,55,0.0107,0.02,nc,nc73486986,2020-11-26T05:06:05.763Z,"6km NW of The Geysers, CA",earthquake,0.33,0.38,0.285,3,reviewed,nc,nc
2020-11-25T10:29:19.630Z,17.9415,-66.8321,11,3.19,md,19,191,0.0579,0.16,pr,pr2020330008,2020-11-25T18:31:52.541Z,"5 km SSW of Indios, Puerto Rico",earthquake,0.54,0.42,0.29,14,reviewed,pr,pr
2020-11-25T10:28:16.155Z,37.2514,-115.4302,0,1.3,ml,9,170.58,0.339,0.1899,nn,nn00786218,2020-11-26T02:26:53.317Z,"26 km WSW of Alamo, Nevada",earthquake,,0,0.2,7,reviewed,nn,nn
2020-11-25T10:24:26.110Z,19.4026660919189,-155.275497436523,0.259999990463257,2,md,16,46,,0.129999995,hv,hv72244492,2020-11-25T10:27:20.070Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.25,1.05999994,11,automatic,hv,hv
2020-11-25T10:24:00.193Z,62.0012,-150.6823,43,1.9,ml,,,,0.8,ak,ak020f5xg080,2020-11-25T10:29:11.995Z,"37 km E of Skwentna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-11-25T10:23:20.590Z,35.6865,-84.3718333,13.6,1.08,md,7,104,0.1429,0.12,se,se60117828,2020-11-25T15:18:18.700Z,"2 km ENE of Philadelphia, Tennessee",earthquake,0.36,1.11,0.166,5,reviewed,se,se
2020-11-25T10:17:37.280Z,35.6858333,-84.3713333,13.37,1.58,md,8,104,0.1424,0.11,se,se60117823,2020-11-25T15:12:31.030Z,"3 km ENE of Philadelphia, Tennessee",earthquake,0.35,0.98,0.115,7,reviewed,se,se
2020-11-25T10:15:53.300Z,42.7138333,-111.7705,8.72,2.51,ml,15,150,0.4964,0.11,uu,uu60419682,2020-11-25T19:43:05.630Z,"9 km E of Bancroft, Idaho",earthquake,0.54,1.34,0.084,2,reviewed,uu,uu
2020-11-25T10:14:01.123Z,36.7423,-116.2937,8.4,0.1,ml,16,86.12,0.05,0.0879,nn,nn00786168,2020-11-25T19:59:31.736Z,"45 km ESE of Beatty, Nevada",earthquake,,1,0.54,8,reviewed,nn,nn
2020-11-25T10:13:36.880Z,38.8050003,-122.8209991,3.06,0.53,md,13,57,0.007467,0.05,nc,nc73486976,2020-11-25T11:01:06.198Z,"6km WNW of The Geysers, CA",earthquake,0.37,0.76,0.04,3,automatic,nc,nc
2020-11-25T10:12:05.426Z,62.8654,-150.893,33.4,2.5,ml,,,,1.73,ak,ak020f5xdcia,2020-11-25T10:25:51.460Z,"41 km N of Petersville, Alaska",earthquake,,2.6,,,automatic,ak,ak
2020-11-25T10:10:59.079Z,0.4492,98.2838,12.7,4.4,mb,,180,1.105,0.57,us,us6000cseb,2020-11-25T10:37:44.040Z,"150 km SW of Padangsidempuan, Indonesia",earthquake,4,5.8,0.123,19,reviewed,us,us
2020-11-25T10:09:31.610Z,44.7826667,-111.062,6.81,1.23,ml,17,114,0.03444,0.13,uu,uu60419677,2020-11-25T15:57:57.570Z,"10 km E of Hebgen Lake Estates, Montana",earthquake,0.31,0.58,0.138,2,reviewed,uu,uu
2020-11-25T10:06:39.370Z,17.9621,-66.9123,14,2.34,md,9,200,0.0356,0.13,pr,pr2020330007,2020-11-25T10:36:22.541Z,"1 km SSW of Guánica, Puerto Rico",earthquake,0.63,0.5,0.08,3,reviewed,pr,pr
2020-11-25T09:58:03.310Z,17.9541,-66.8311,11,2.74,md,15,190,0.0525,0.3,pr,pr2020330006,2020-11-25T12:00:48.186Z,"4 km SSW of Indios, Puerto Rico",earthquake,0.86,0.71,0.2,8,reviewed,pr,pr
2020-11-25T09:57:00.220Z,36.14,-98.17933333,6.18,2.31,ml,67,43,0.1745657442,0.22,ok,ok2020xdwe,2020-11-25T14:59:56.210Z,"11 km S of Ames, Oklahoma",earthquake,,0.5,0.25,22,reviewed,ok,ok
2020-11-25T09:55:51.924Z,38.1668,-117.8352,8,2.2,ml,27,48.74,0.029,0.152,nn,nn00786163,2020-11-25T17:55:59.998Z,"34 km SE of Mina, Nevada",earthquake,,0.6,0.24,12,reviewed,nn,nn
2020-11-25T09:52:05.290Z,33.5311667,-116.7303333,3.99,0.35,ml,28,40,0.03464,0.11,ci,ci39476623,2020-11-25T14:28:38.542Z,"6km WSW of Anza, CA",earthquake,0.13,0.26,0.118,13,reviewed,ci,ci
2020-11-25T09:50:03.050Z,33.5933333,-116.8086667,5.82,1.2,ml,49,31,0.0372,0.19,ci,ci39476615,2020-11-25T14:12:39.810Z,"13km WNW of Anza, CA",earthquake,0.22,0.51,0.141,26,reviewed,ci,ci
2020-11-25T09:49:18.620Z,19.1658325195312,-155.469329833984,32.5400009155273,2.1400001,md,46,163,,0.140000001,hv,hv72244407,2020-11-25T09:52:28.920Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.7,1.01999998,0.680000007,25,automatic,hv,hv
2020-11-25T09:38:39.330Z,38.1612,-117.8785,4.5,0.8,ml,12,107.52,0.007,0.08,nn,nn00786162,2020-11-25T09:56:59.945Z,"32 km SE of Mina, Nevada",earthquake,,6.1,,,automatic,nn,nn
2020-11-25T09:35:52.994Z,60.965,-151.0586,67.7,1.7,ml,,,,0.8,ak,ak020f5wx1k3,2020-11-25T09:44:27.126Z,"12 km SSE of Tyonek, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-11-25T09:28:57.290Z,19.3725,-155.215833333333,2.01,2.57,ml,48,103,,0.11,hv,hv72244367,2020-11-25T21:43:13.100Z,"8 km SSE of Volcano, Hawaii",earthquake,0.23,0.2,0.161553879275124,15,reviewed,hv,hv
2020-11-25T09:21:52.990Z,19.4128341674805,-155.269332885742,1.86000001430511,1.78999996,md,19,48,,0.25,hv,hv72244357,2020-11-25T09:27:22.140Z,"4 km SW of Volcano, Hawaii",earthquake,0.36,0.430000007,0.680000007,15,automatic,hv,hv
2020-11-25T09:18:06.282Z,62.7733,-151.3685,74.4,1.9,ml,,,,0.29,ak,ak020f5wtas4,2020-11-25T09:21:34.715Z,"43 km NW of Petersville, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-11-25T09:01:01.366Z,61.0179,-150.6817,52.7,1.6,ml,,,,0.39,ak,ak020f5wpn88,2020-11-25T09:04:53.004Z,"10 km N of Point Possession, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-11-25T09:00:48.030Z,36.52383333,-98.9905,7.91,0.91,ml,16,145,0.04859046489,0.06,ok,ok2020xduj,2020-11-25T15:03:36.001Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.2,8,reviewed,ok,ok
2020-11-25T08:55:01.100Z,38.1555,-117.838,9.5,1.7,ml,20,57.22,0.025,0.05,nn,nn00786158,2020-11-25T09:28:42.001Z,"35 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-25T08:52:31.370Z,38.8278351,-122.809166,1.66,0.88,md,13,67,0.00449,0.03,nc,nc73486961,2020-11-25T09:40:05.501Z,"7km NW of The Geysers, CA",earthquake,0.3,0.74,,1,automatic,nc,nc
2020-11-25T08:48:34.149Z,36.52566667,-98.98866667,7.88,2.42,ml,26,142,0.04859046489,0.08,ok,ok2020xdua,2020-11-25T15:19:53.907Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.18,11,reviewed,ok,ok
2020-11-25T08:47:40.740Z,36.52483333,-98.98816667,8,2.53,ml,12,142,0.04859046489,0.17,ok,ok2020xdty,2020-11-25T14:49:36.279Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.6,0.22,6,reviewed,ok,ok
2020-11-25T08:47:35.390Z,36.52583333,-98.99166667,7.84,2.68,ml,16,143,0.04679081805,0.08,ok,ok2020xdtz,2020-11-25T14:52:46.716Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.2,6,reviewed,ok,ok
2020-11-25T08:47:30.640Z,36.52616667,-98.99183333,7.95,2.48,ml,40,87,0.04589099462,0.11,ok,ok2020xdtx,2020-11-25T14:45:27.774Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.23,20,reviewed,ok,ok
2020-11-25T08:45:42.220Z,38.8258324,-122.810997,1.32,0.56,md,9,87,0.002538,0.01,nc,nc73486956,2020-11-25T09:15:08.333Z,"7km NW of The Geysers, CA",earthquake,0.3,0.82,,1,automatic,nc,nc
2020-11-25T08:45:33.900Z,38.1452,-117.7803,10.2,1.4,ml,13,117.78,0.05,0.04,nn,nn00786154,2020-11-25T08:56:00.197Z,"39 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-25T08:44:01.542Z,32.1007,-102.1238,1.67,3.3,mb_lg,,32,0.148,0.37,us,us6000csdd,2020-11-26T05:56:46.735Z,"12 km NNW of Midland, Texas",earthquake,1.7,7.1,0.06,75,reviewed,us,us
2020-11-25T08:41:20.842Z,63.4574,-147.7492,13,1.9,ml,,,,0.71,ak,ak020f5wctrj,2020-11-25T08:45:40.981Z,"60 km E of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-25T08:36:33.620Z,19.3700008392334,-155.183502197266,2.46000003814697,2.05,ml,35,125,,0.150000006,hv,hv72244252,2020-11-25T08:42:04.400Z,"9 km SSE of Volcano, Hawaii",earthquake,0.46,0.439999998,0.21,14,automatic,hv,hv
